emotion,sentiment,subjectivity,orientation,chapter,paragraph,sentence
-1,0,-1,-1,9,0,0
-1,1,-1,-1,9,0,0
-1,1,-1,-1,9,0,0
-1,0,-1,-1,9,0,0
3,-1,-1,-1,9,0,0
0,1,0,-1,9,0,1
0,1,0,-1,9,0,1
-1,1,1,-1,9,0,1
-1,1,1,-1,9,0,1
-1,1,1,-1,9,0,1
-1,1,-1,-1,9,0,1
-1,1,-1,-1,9,0,1
-1,0,-1,-1,9,0,1
-1,1,-1,-1,9,0,1
1,1,0,-1,9,0,1
0,1,0,-1,9,0,1
0,1,0,-1,9,0,1
-1,1,-1,-1,9,1,0
-1,1,-1,-1,9,1,0
-1,0,-1,-1,9,1,0
3,-1,-1,-1,9,1,0
1,1,0,-1,9,1,0
0,1,0,-1,9,1,0
0,1,0,-1,9,1,0
-1,1,1,-1,9,1,0
-1,1,1,-1,9,1,0
-1,1,1,-1,9,1,0
-1,1,0,1,9,1,0
-1,0,-1,-1,9,1,0
-1,0,-1,-1,9,1,0
-1,1,-1,-1,9,1,0
-1,1,-1,-1,9,1,0
-1,0,-1,-1,9,1,0
3,-1,-1,-1,9,1,0
1,1,0,-1,9,1,0
0,1,0,-1,9,1,0
0,1,0,-1,9,1,0
-1,1,1,-1,9,1,0
-1,1,1,-1,9,1,0
-1,1,1,-1,9,1,0
-1,1,0,1,9,1,0
-1,0,-1,-1,9,1,0
-1,1,1,-1,9,1,0
-1,1,-1,-1,9,1,0
-1,1,-1,-1,9,1,0
-1,0,-1,-1,9,1,0
3,-1,-1,-1,9,1,0
-1,1,-1,-1,9,2,0
-1,1,-1,-1,9,2,0
-1,0,-1,-1,9,2,0
3,-1,-1,-1,9,2,0
1,1,0,-1,9,2,0
0,1,0,-1,9,2,0
0,1,0,-1,9,2,0
-1,1,1,-1,9,2,0
-1,1,1,-1,9,2,0
-1,1,1,-1,9,2,0
-1,1,0,1,9,2,0
-1,0,-1,-1,9,2,0
3,-1,-1,-1,9,2,0
-1,1,0,1,9,2,0
-1,1,-1,-1,9,2,0
-1,1,-1,-1,9,2,0
-1,0,-1,-1,9,2,0
3,-1,-1,-1,9,2,0
1,1,0,-1,9,2,0
0,1,0,-1,9,2,0
3,-1,-1,-1,9,2,0
-1,1,1,-1,9,2,0
-1,1,1,-1,9,2,0
-1,1,1,-1,9,2,0
-1,1,0,1,9,2,0
-1,1,-1,-1,9,2,0
-1,1,-1,-1,9,2,0
-1,0,-1,-1,9,2,0
3,-1,-1,-1,9,2,0
1,1,0,-1,9,2,0
0,1,0,-1,9,2,0
0,1,0,-1,9,2,0
-1,1,1,-1,9,2,0
-1,1,1,-1,9,2,0
-1,1,1,-1,9,2,0
-1,1,0,1,9,2,0
-1,0,-1,-1,9,2,0
3,-1,-1,-1,9,2,0
-1,1,-1,-1,9,2,0
-1,1,-1,-1,9,2,0
-1,0,-1,-1,9,2,0
-1,1,-1,-1,9,3,0
-1,1,-1,-1,9,3,0
-1,0,-1,-1,9,3,0
3,-1,-1,-1,9,3,0
1,1,0,-1,9,3,0
0,1,0,-1,9,3,0
0,1,0,-1,9,3,0
-1,1,1,-1,9,3,0
-1,1,1,-1,9,3,0
-1,1,1,-1,9,3,0
-1,1,0,1,9,3,0
-1,1,-1,-1,9,3,0
-1,1,-1,-1,9,3,0
-1,0,-1,-1,9,3,0
-1,1,-1,-1,9,3,0
1,1,0,-1,9,3,0
0,1,0,-1,9,3,0
0,1,0,-1,9,3,0
-1,1,1,-1,9,3,0
-1,1,1,-1,9,3,0
-1,1,1,-1,9,3,0
-1,0,-1,-1,9,3,0
-1,1,-1,-1,9,3,0
3,-1,-1,-1,9,3,0
-1,1,0,1,9,3,0
1,1,-1,-1,9,3,0
-1,1,-1,-1,9,3,0
-1,1,-1,-1,9,3,0
-1,1,-1,-1,9,3,0
-1,0,-1,-1,9,3,0
3,-1,-1,-1,9,3,0
1,1,0,-1,9,3,0
0,1,0,-1,9,3,0
0,1,0,-1,9,3,0
-1,1,1,-1,9,3,0
-1,1,1,-1,9,3,0
-1,1,1,-1,9,3,0
-1,1,-1,-1,9,3,0
-1,1,-1,-1,9,3,0
-1,0,-1,-1,9,3,0
3,-1,-1,-1,9,3,0
1,1,0,-1,9,3,0
0,1,0,-1,9,3,0
0,1,0,-1,9,3,0
-1,1,1,-1,9,3,0
-1,1,1,-1,9,3,0
-1,1,1,-1,9,3,0
-1,1,0,1,9,3,0
-1,1,-1,-1,9,4,0
-1,1,-1,-1,9,4,0
-1,0,-1,-1,9,4,0
3,-1,-1,-1,9,4,0
1,1,0,-1,9,4,0
-1,1,-1,-1,9,4,0
0,1,0,-1,9,4,0
-1,1,-1,-1,9,4,0
-1,1,-1,-1,9,4,0
-1,0,-1,-1,9,4,0
3,-1,-1,-1,9,4,0
1,1,0,-1,9,4,0
0,1,0,-1,9,4,0
-1,1,-1,-1,9,4,0
-1,1,-1,-1,9,4,0
-1,0,-1,-1,9,4,0
3,-1,-1,-1,9,4,0
1,1,0,-1,9,4,0
0,1,0,-1,9,4,0
0,1,0,-1,9,4,0
-1,1,1,-1,9,4,0
-1,1,-1,-1,9,4,0
-1,1,-1,-1,9,4,0
-1,0,-1,-1,9,4,0
3,-1,-1,-1,9,4,0
1,1,0,-1,9,4,0
0,1,0,-1,9,4,0
-1,1,-1,-1,9,5,0
-1,1,-1,-1,9,5,0
-1,0,-1,-1,9,5,0
3,-1,-1,-1,9,5,0
1,1,0,-1,9,5,0
0,1,0,-1,9,5,0
0,1,0,-1,9,5,0
-1,1,-1,-1,9,5,0
-1,1,-1,-1,9,5,0
-1,0,-1,-1,9,5,0
3,-1,-1,-1,9,5,0
1,1,0,-1,9,5,0
0,1,0,-1,9,5,0
-1,1,-1,-1,9,5,0
-1,1,-1,-1,9,5,0
-1,0,-1,-1,9,5,0
3,-1,-1,-1,9,5,0
1,1,0,-1,9,5,0
0,1,0,-1,9,5,0
0,1,0,-1,9,5,0
-1,1,1,-1,9,5,0
-1,1,-1,-1,9,5,0
-1,1,-1,-1,9,5,0
-1,0,-1,-1,9,5,0
3,-1,-1,-1,9,5,0
1,1,0,-1,9,5,0
-1,1,-1,-1,9,6,0
-1,1,-1,-1,9,6,0
-1,0,-1,-1,9,6,0
3,-1,-1,-1,9,6,0
1,1,0,-1,9,6,0
0,1,0,-1,9,6,0
0,1,0,-1,9,6,0
-1,1,-1,-1,9,6,0
-1,1,-1,-1,9,6,0
-1,0,-1,-1,9,6,0
3,-1,-1,-1,9,6,0
1,1,0,-1,9,6,0
0,1,0,-1,9,6,0
0,1,0,-1,9,6,0
-1,1,-1,-1,9,6,0
-1,1,-1,-1,9,6,0
-1,0,-1,-1,9,6,0
3,-1,-1,-1,9,6,0
1,1,0,-1,9,6,0
0,1,0,-1,9,6,0
0,1,0,-1,9,6,0
-1,1,-1,-1,9,6,0
-1,1,-1,-1,9,6,0
-1,0,-1,-1,9,6,0
3,-1,-1,-1,9,6,0
1,1,0,-1,9,6,0
0,1,0,-1,9,6,0
-1,1,-1,-1,9,7,0
-1,1,-1,-1,9,7,0
-1,0,-1,-1,9,7,0
3,-1,-1,-1,9,7,0
1,1,0,-1,9,7,0
0,1,0,-1,9,7,0
0,1,0,-1,9,7,0
-1,1,-1,-1,9,7,0
-1,1,-1,-1,9,7,0
-1,0,-1,-1,9,7,0
3,-1,-1,-1,9,7,0
1,1,0,-1,9,7,0
0,1,0,-1,9,7,0
-1,1,-1,-1,9,7,0
-1,1,-1,-1,9,7,0
-1,0,-1,-1,9,7,0
3,-1,-1,-1,9,7,0
1,1,0,-1,9,7,0
0,1,0,-1,9,7,0
-1,1,-1,-1,9,7,0
-1,1,-1,-1,9,7,0
-1,0,-1,-1,9,7,0
3,-1,-1,-1,9,7,0
1,1,0,-1,9,7,0
-1,1,-1,-1,9,8,0
-1,1,-1,-1,9,8,0
-1,0,-1,-1,9,8,0
3,-1,-1,-1,9,8,0
1,1,0,-1,9,8,0
0,1,0,-1,9,8,0
-1,1,-1,-1,9,8,0
-1,1,-1,-1,9,8,0
-1,1,-1,-1,9,8,0
3,-1,-1,-1,9,8,0
1,1,0,-1,9,8,0
-1,1,-1,-1,9,8,0
-1,1,-1,-1,9,8,0
-1,0,-1,-1,9,8,0
3,-1,-1,-1,9,8,0
1,1,0,-1,9,8,0
0,1,0,-1,9,8,0
0,1,0,-1,9,8,0
-1,1,-1,-1,9,8,0
-1,1,-1,-1,9,8,0
-1,0,-1,-1,9,8,0
3,-1,-1,-1,9,8,0
1,1,0,-1,9,8,0
-1,0,-1,-1,9,8,0
-1,1,-1,-1,9,9,0
-1,1,-1,-1,9,9,0
-1,0,-1,-1,9,9,0
3,-1,-1,-1,9,9,0
1,1,0,-1,9,9,0
0,1,0,-1,9,9,0
0,1,0,-1,9,9,0
-1,1,1,-1,9,9,0
-1,1,1,-1,9,9,0
-1,1,1,-1,9,9,0
-1,1,0,1,9,9,0
-1,0,-1,-1,9,9,0
-1,1,-1,-1,9,9,0
-1,1,-1,-1,9,9,0
-1,0,-1,-1,9,9,0
1,1,0,-1,9,9,1
0,1,0,-1,9,9,1
0,1,0,-1,9,9,1
-1,1,1,-1,9,9,1
-1,0,-1,-1,9,9,1
-1,1,1,-1,9,9,1
-1,1,0,1,9,9,1
-1,0,-1,-1,9,9,1
-1,1,-1,-1,9,9,1
-1,1,-1,-1,9,9,1
-1,0,-1,-1,9,9,1
3,-1,-1,-1,9,9,1
-1,1,-1,-1,9,9,1
0,1,0,-1,9,9,1
0,1,0,-1,9,9,1
-1,1,1,-1,9,9,1
-1,1,1,-1,9,9,1
-1,1,1,-1,9,9,1
-1,1,0,1,9,9,1
-1,0,-1,-1,9,9,1
3,-1,-1,-1,9,9,1
-1,1,0,1,9,9,1
-1,1,-1,-1,9,9,1
-1,1,-1,-1,9,9,1
-1,0,-1,-1,9,9,1
3,-1,-1,-1,9,9,1
1,1,0,-1,9,9,1
0,1,0,-1,9,9,1
0,1,0,-1,9,9,1
-1,1,-1,-1,9,9,1
-1,1,1,-1,9,9,1
-1,1,1,-1,9,9,1
-1,1,0,1,9,9,1
-1,1,-1,-1,9,9,1
-1,1,-1,-1,9,9,1
-1,1,-1,-1,9,9,1
-1,0,-1,-1,9,9,1
3,-1,-1,-1,9,9,1
1,1,0,-1,9,9,1
0,1,0,-1,9,9,1
0,1,0,-1,9,9,1
-1,1,1,-1,9,9,1
-1,1,1,-1,9,9,1
-1,1,1,-1,9,9,1
-1,1,0,1,9,9,1
-1,0,-1,-1,9,9,1
3,-1,-1,-1,9,9,1
-1,1,0,1,9,9,1
-1,1,-1,-1,9,10,0
-1,1,-1,-1,9,10,0
-1,0,-1,-1,9,10,0
3,-1,-1,-1,9,10,0
1,1,0,-1,9,10,0
0,1,0,-1,9,10,0
0,1,0,-1,9,10,0
-1,1,1,-1,9,10,0
-1,1,1,-1,9,10,0
-1,1,-1,-1,9,10,0
-1,1,-1,-1,9,10,0
-1,0,-1,-1,9,10,0
3,-1,-1,-1,9,10,0
1,1,0,-1,9,10,0
-1,1,-1,-1,9,10,0
0,1,0,-1,9,10,0
-1,1,1,-1,9,10,0
-1,1,-1,-1,9,10,0
-1,1,-1,-1,9,10,0
-1,0,-1,-1,9,10,1
3,-1,-1,-1,9,10,1
-1,1,-1,-1,9,10,1
-1,1,-1,-1,9,10,1
-1,0,-1,-1,9,10,1
3,-1,-1,-1,9,10,1
1,1,0,-1,9,10,1
0,1,0,-1,9,10,1
0,1,0,-1,9,10,1
-1,1,1,-1,9,10,1
-1,1,1,-1,9,10,1
-1,1,1,-1,9,10,1
-1,1,0,1,9,10,1
-1,0,-1,-1,9,10,1
3,-1,-1,-1,9,10,1
-1,1,-1,-1,9,10,1
-1,1,-1,-1,9,10,1
-1,0,-1,-1,9,10,1
3,-1,-1,-1,9,10,1
1,1,0,-1,9,10,1
0,1,0,-1,9,10,1
0,1,0,-1,9,10,1
-1,1,1,-1,9,10,1
-1,1,1,-1,9,10,1
-1,1,1,-1,9,10,1
3,-1,-1,-1,9,10,1
-1,0,-1,-1,9,10,1
3,-1,-1,-1,9,10,1
-1,1,0,1,9,10,1
1,1,-1,-1,9,10,1
-1,1,-1,-1,9,10,1
-1,1,-1,-1,9,10,1
-1,0,-1,-1,9,10,1
3,-1,-1,-1,9,10,1
1,1,0,-1,9,10,1
0,1,0,-1,9,10,1
0,1,0,-1,9,10,1
-1,1,1,-1,9,10,1
-1,1,1,-1,9,10,1
-1,1,1,-1,9,10,1
-1,1,0,1,9,10,1
-1,0,-1,-1,9,10,1
-1,1,-1,-1,9,10,1
-1,1,-1,-1,9,10,1
-1,0,-1,-1,9,10,1
3,-1,-1,-1,9,10,1
1,1,0,-1,9,10,1
0,1,0,-1,9,10,1
0,1,0,-1,9,10,1
-1,1,1,-1,9,10,1
-1,1,1,-1,9,10,1
-1,1,1,-1,9,10,1
-1,1,0,1,9,10,1
-1,0,-1,-1,9,10,1
-1,1,1,-1,9,10,1
-1,1,0,1,9,10,1
-1,1,-1,-1,9,10,1
-1,1,-1,-1,9,10,1
-1,0,-1,-1,9,10,1
3,-1,-1,-1,9,10,1
1,1,0,-1,9,10,1
0,1,0,-1,9,10,1
3,-1,-1,-1,9,10,1
-1,1,1,-1,9,10,1
-1,1,1,-1,9,10,1
-1,1,1,-1,9,10,1
-1,1,0,1,9,10,1
-1,0,-1,-1,9,10,1
3,-1,-1,-1,9,10,1
-1,1,1,-1,9,10,1
1,1,-1,-1,9,10,1
-1,1,-1,-1,9,10,1
-1,1,-1,-1,9,10,1
-1,0,-1,-1,9,10,1
3,-1,-1,-1,9,10,1
1,1,0,-1,9,10,1
0,1,0,-1,9,10,1
0,1,0,-1,9,10,1
-1,1,1,-1,9,10,1
-1,1,1,-1,9,10,1
-1,1,1,-1,9,10,1
-1,1,0,1,9,10,1
-1,0,-1,-1,9,10,1
-1,1,-1,-1,9,10,1
-1,1,-1,-1,9,10,1
-1,1,-1,-1,9,10,1
3,-1,-1,-1,9,10,1
1,1,0,-1,9,10,1
0,1,0,-1,9,10,1
0,1,0,-1,9,10,1
-1,1,1,-1,9,10,1
-1,1,1,-1,9,10,1
-1,1,1,-1,9,10,1
-1,1,-1,-1,9,10,1
-1,1,-1,-1,9,10,1
3,-1,-1,-1,9,10,1
-1,1,0,1,9,10,1
0,1,0,-1,9,10,1
-1,1,-1,-1,9,10,1
7,1,1,-1,9,10,1
-1,1,-1,-1,9,10,1
-1,1,-1,-1,9,10,1
-1,0,-1,-1,9,10,1
1,1,0,-1,9,10,2
0,1,0,-1,9,10,2
0,1,0,-1,9,10,2
-1,1,1,-1,9,10,2
-1,1,1,-1,9,10,2
-1,1,1,-1,9,10,2
-1,1,0,1,9,10,2
-1,0,-1,-1,9,10,2
3,-1,-1,-1,9,10,2
-1,1,0,1,9,10,2
1,1,-1,-1,9,10,2
-1,1,1,-1,9,10,2
-1,1,-1,-1,9,10,2
-1,1,-1,-1,9,10,2
-1,0,-1,-1,9,10,2
3,-1,-1,-1,9,10,2
1,1,0,-1,9,10,2
0,1,0,-1,9,10,2
0,1,0,-1,9,10,2
-1,1,1,-1,9,10,2
-1,1,1,-1,9,10,2
-1,1,1,-1,9,10,2
1,1,0,-1,9,10,2
-1,1,-1,-1,9,10,2
-1,1,-1,-1,9,10,2
-1,0,-1,-1,9,10,2
3,-1,-1,-1,9,10,2
1,1,0,-1,9,10,2
0,1,0,-1,9,10,2
0,1,0,-1,9,10,2
-1,1,1,-1,9,10,2
1,1,0,-1,9,10,2
-1,1,-1,-1,9,10,2
-1,1,-1,-1,9,10,2
3,-1,-1,-1,9,10,3
1,1,0,-1,9,10,3
0,1,0,-1,9,10,3
0,1,0,-1,9,10,3
-1,1,1,-1,9,10,3
-1,1,1,-1,9,10,3
-1,1,1,-1,9,10,3
-1,1,0,1,9,10,3
-1,1,-1,-1,9,10,3
3,-1,-1,-1,9,10,3
-1,1,0,1,9,10,3
-1,1,-1,-1,9,10,3
-1,1,-1,-1,9,10,3
-1,1,-1,-1,9,10,3
-1,0,-1,-1,9,10,3
3,-1,-1,-1,9,10,3
1,1,0,-1,9,10,3
0,1,0,-1,9,10,3
0,1,0,-1,9,10,3
-1,1,1,-1,9,10,3
-1,1,1,-1,9,10,3
0,1,0,-1,9,10,3
-1,1,0,1,9,10,3
-1,1,-1,-1,9,10,3
-1,1,-1,-1,9,10,3
-1,0,-1,-1,9,10,3
3,-1,-1,-1,9,10,3
1,1,0,-1,9,10,3
0,1,0,-1,9,10,3
0,1,0,-1,9,10,3
-1,1,1,-1,9,10,3
-1,1,1,-1,9,10,3
-1,1,1,-1,9,10,3
-1,1,0,1,9,10,3
-1,0,-1,-1,9,10,3
3,-1,-1,-1,9,10,3
-1,1,-1,-1,9,10,4
-1,0,-1,-1,9,10,4
3,-1,-1,-1,9,10,4
1,1,0,-1,9,10,4
0,1,0,-1,9,10,4
0,1,0,-1,9,10,4
-1,1,1,-1,9,10,4
-1,1,1,-1,9,10,4
-1,1,1,-1,9,10,4
-1,1,0,1,9,10,4
-1,0,-1,-1,9,10,4
3,-1,-1,-1,9,10,4
-1,1,0,1,9,10,4
-1,1,1,-1,9,10,4
-1,1,-1,-1,9,10,4
-1,1,-1,-1,9,10,4
-1,1,-1,-1,9,10,4
-1,0,-1,-1,9,10,4
3,-1,-1,-1,9,10,4
1,1,0,-1,9,10,4
0,1,0,-1,9,10,4
0,1,0,-1,9,10,4
-1,1,1,-1,9,10,4
-1,1,1,-1,9,10,4
-1,1,1,-1,9,10,4
-1,1,-1,-1,9,10,5
-1,0,-1,-1,9,10,5
3,-1,-1,-1,9,10,5
1,1,0,-1,9,10,5
0,1,0,-1,9,10,5
3,-1,-1,-1,9,10,5
-1,1,1,-1,9,10,5
-1,1,1,-1,9,10,5
-1,1,1,-1,9,10,5
-1,1,-1,-1,9,10,5
-1,0,-1,-1,9,10,5
3,-1,-1,-1,9,10,5
-1,1,0,1,9,10,5
-1,1,-1,-1,9,10,5
-1,1,-1,-1,9,10,5
-1,0,-1,-1,9,10,5
3,-1,-1,-1,9,10,5
1,1,0,-1,9,10,5
0,1,0,-1,9,10,5
0,1,0,-1,9,10,5
-1,1,1,-1,9,10,5
-1,1,1,-1,9,10,5
-1,1,-1,-1,9,11,0
-1,1,-1,-1,9,11,0
-1,0,-1,-1,9,11,0
3,-1,-1,-1,9,11,0
1,1,0,-1,9,11,0
0,1,0,-1,9,11,0
0,1,0,-1,9,11,0
-1,1,1,-1,9,11,0
-1,1,1,-1,9,11,0
-1,1,1,-1,9,11,0
-1,1,0,1,9,11,0
-1,0,-1,-1,9,11,0
-1,1,-1,-1,9,11,0
-1,1,-1,-1,9,11,0
-1,0,-1,-1,9,11,0
3,-1,-1,-1,9,11,0
1,1,0,-1,9,11,0
0,1,0,-1,9,11,0
-1,1,1,-1,9,11,1
-1,1,1,-1,9,11,1
-1,1,1,-1,9,11,1
-1,1,0,1,9,11,1
-1,0,-1,-1,9,11,1
3,-1,-1,-1,9,11,1
-1,1,-1,-1,9,11,1
1,1,-1,-1,9,11,1
-1,1,-1,-1,9,11,1
-1,1,-1,-1,9,11,1
-1,1,-1,-1,9,11,1
-1,0,-1,-1,9,11,1
3,-1,-1,-1,9,11,1
1,1,0,-1,9,11,1
0,1,0,-1,9,11,1
0,1,0,-1,9,11,1
-1,1,1,-1,9,11,1
-1,1,1,-1,9,11,1
-1,1,1,-1,9,11,1
-1,1,0,1,9,11,1
-1,0,-1,-1,9,11,1
3,-1,-1,-1,9,11,1
-1,1,-1,-1,9,11,1
-1,1,-1,-1,9,11,1
3,-1,-1,-1,9,11,2
1,1,0,-1,9,11,2
0,1,0,-1,9,11,2
0,1,0,-1,9,11,2
-1,1,1,-1,9,11,2
-1,1,-1,-1,9,11,2
-1,1,1,-1,9,11,2
-1,1,0,1,9,11,2
-1,0,-1,-1,9,11,2
3,-1,-1,-1,9,11,2
-1,1,0,1,9,11,2
-1,1,-1,-1,9,11,2
-1,1,-1,-1,9,11,2
-1,0,-1,-1,9,11,2
3,-1,-1,-1,9,11,2
0,1,0,-1,9,11,3
0,1,0,-1,9,11,3
-1,1,1,-1,9,11,3
-1,1,1,-1,9,11,3
-1,1,1,-1,9,11,3
-1,1,0,1,9,11,3
-1,1,-1,-1,9,11,3
-1,0,-1,-1,9,11,4
3,-1,-1,-1,9,11,4
1,1,0,-1,9,11,4
0,1,0,-1,9,11,4
0,1,0,-1,9,11,4
-1,1,1,-1,9,11,4
-1,1,1,-1,9,11,4
-1,1,1,-1,9,11,4
-1,1,0,1,9,11,4
-1,0,-1,-1,9,11,4
-1,1,-1,-1,9,11,4
-1,1,-1,-1,9,11,4
-1,0,-1,-1,9,11,4
1,1,0,-1,9,11,5
0,1,0,-1,9,11,5
-1,1,-1,-1,9,11,5
-1,1,1,-1,9,11,5
-1,1,1,-1,9,11,5
-1,1,1,-1,9,11,5
-1,0,-1,-1,9,11,6
3,-1,-1,-1,9,11,6
-1,1,0,1,9,11,6
-1,1,-1,-1,9,11,6
-1,1,-1,-1,9,11,6
-1,1,-1,-1,9,11,6
3,-1,-1,-1,9,11,6
1,1,0,-1,9,11,6
0,1,0,-1,9,11,6
0,1,0,-1,9,11,6
-1,1,1,-1,9,11,6
-1,1,1,-1,9,11,6
-1,1,1,-1,9,11,6
-1,1,0,1,9,11,6
-1,0,-1,-1,9,11,6
-1,1,-1,-1,9,11,6
-1,1,-1,-1,9,11,6
-1,0,-1,-1,9,11,6
3,-1,-1,-1,9,11,6
1,1,0,-1,9,11,6
0,1,0,-1,9,11,6
0,1,0,-1,9,11,6
-1,1,1,-1,9,11,6
-1,1,1,-1,9,11,6
-1,1,1,-1,9,11,6
-1,1,0,1,9,11,6
-1,0,-1,-1,9,11,6
-1,1,-1,-1,9,11,6
-1,1,-1,-1,9,11,6
-1,0,-1,-1,9,11,6
3,-1,-1,-1,9,11,6
1,1,0,-1,9,11,6
0,1,0,-1,9,11,7
-1,1,1,-1,9,11,7
-1,1,1,-1,9,11,7
-1,1,1,-1,9,11,7
-1,1,0,1,9,11,7
-1,1,-1,-1,9,11,7
-1,1,-1,-1,9,11,7
-1,0,-1,-1,9,11,7
3,-1,-1,-1,9,11,7
1,1,0,-1,9,11,7
0,1,0,-1,9,11,7
0,1,0,-1,9,11,7
-1,1,1,-1,9,11,7
3,-1,-1,-1,9,11,7
-1,1,1,-1,9,11,7
3,-1,-1,-1,9,11,7
-1,1,-1,-1,9,11,7
-1,1,-1,-1,9,11,7
-1,0,-1,-1,9,11,7
3,-1,-1,-1,9,11,7
1,1,0,-1,9,11,7
0,1,0,-1,9,11,7
0,1,0,-1,9,11,7
-1,1,1,-1,9,11,7
-1,1,1,-1,9,11,7
-1,1,1,-1,9,11,7
-1,1,0,1,9,11,7
-1,0,-1,-1,9,11,7
-1,1,-1,-1,9,11,7
-1,1,-1,-1,9,11,7
-1,0,-1,-1,9,11,7
3,-1,-1,-1,9,11,7
1,1,0,-1,9,11,7
0,1,0,-1,9,11,7
0,1,0,-1,9,11,7
-1,1,1,-1,9,11,7
-1,1,1,-1,9,11,8
-1,1,0,1,9,11,8
-1,1,-1,-1,9,11,8
-1,1,-1,-1,9,11,8
-1,0,-1,-1,9,11,8
3,-1,-1,-1,9,11,8
1,1,0,-1,9,11,8
0,1,0,-1,9,11,8
0,1,0,-1,9,11,8
-1,1,1,-1,9,11,8
-1,1,1,-1,9,11,8
-1,1,1,-1,9,11,8
-1,1,0,1,9,11,8
-1,1,-1,-1,9,11,8
-1,1,-1,-1,9,11,8
-1,0,-1,-1,9,11,8
3,-1,-1,-1,9,11,8
1,1,0,-1,9,11,8
0,1,0,-1,9,11,8
0,1,0,-1,9,11,8
-1,1,1,-1,9,11,8
-1,1,1,-1,9,11,8
-1,1,1,-1,9,11,8
-1,1,0,1,9,11,8
-1,1,-1,-1,9,11,8
-1,1,-1,-1,9,11,8
-1,0,-1,-1,9,11,8
3,-1,-1,-1,9,11,8
1,1,0,-1,9,11,8
0,1,0,-1,9,11,8
0,1,0,-1,9,11,8
-1,1,1,-1,9,11,8
-1,1,1,-1,9,11,8
-1,1,1,-1,9,11,8
-1,1,0,1,9,11,8
-1,0,-1,-1,9,11,8
-1,1,-1,-1,9,11,8
-1,1,-1,-1,9,11,8
-1,0,-1,-1,9,11,8
3,-1,-1,-1,9,11,8
1,1,0,-1,9,11,8
0,1,0,-1,9,11,8
0,1,0,-1,9,11,8
-1,1,1,-1,9,11,8
-1,1,1,-1,9,11,8
-1,1,0,1,9,11,9
-1,0,-1,-1,9,11,9
-1,1,-1,-1,9,11,9
-1,1,-1,-1,9,11,9
-1,0,-1,-1,9,11,9
3,-1,-1,-1,9,11,9
1,1,0,-1,9,11,9
0,1,0,-1,9,11,9
0,1,0,-1,9,11,9
-1,1,1,-1,9,11,9
-1,1,1,-1,9,11,9
-1,1,1,-1,9,11,9
-1,1,0,1,9,11,9
-1,1,-1,-1,9,11,9
-1,1,-1,-1,9,11,9
-1,0,-1,-1,9,11,9
3,-1,-1,-1,9,11,9
1,1,0,-1,9,11,9
0,1,0,-1,9,11,9
0,1,0,-1,9,11,9
-1,1,1,-1,9,11,9
-1,1,1,-1,9,11,9
-1,1,1,-1,9,11,9
-1,1,0,1,9,11,9
-1,0,-1,-1,9,11,9
-1,1,-1,-1,9,11,9
-1,1,-1,-1,9,11,9
-1,0,-1,-1,9,11,9
3,-1,-1,-1,9,11,9
0,1,0,-1,9,11,10
0,1,0,-1,9,11,10
-1,1,-1,-1,9,11,10
-1,1,1,-1,9,11,10
3,-1,-1,-1,9,11,10
-1,1,0,1,9,11,10
-1,0,-1,-1,9,11,10
3,-1,-1,-1,9,11,10
-1,1,0,1,9,11,10
3,-1,-1,-1,9,11,10
-1,1,-1,-1,9,11,10
-1,1,-1,-1,9,11,10
-1,0,-1,-1,9,11,10
3,-1,-1,-1,9,11,10
1,1,0,-1,9,11,10
0,1,0,-1,9,11,10
0,1,0,-1,9,11,10
-1,1,1,-1,9,11,10
-1,1,1,-1,9,11,10
-1,1,1,-1,9,11,10
-1,1,0,1,9,11,10
-1,1,-1,-1,9,11,10
-1,1,-1,-1,9,11,10
3,-1,-1,-1,9,11,11
1,1,0,-1,9,11,11
0,1,0,-1,9,11,11
0,1,0,-1,9,11,11
-1,1,1,-1,9,11,11
-1,1,1,-1,9,11,11
-1,1,1,-1,9,11,11
-1,1,0,1,9,11,11
-1,0,-1,-1,9,11,11
-1,1,-1,-1,9,11,11
-1,1,-1,-1,9,11,11
-1,0,-1,-1,9,11,11
3,-1,-1,-1,9,11,11
1,1,0,-1,9,11,11
0,1,0,-1,9,11,11
0,1,0,-1,9,11,11
-1,1,1,-1,9,11,11
-1,1,1,-1,9,11,11
-1,1,1,-1,9,11,11
-1,1,0,1,9,11,11
-1,0,-1,-1,9,11,11
3,-1,-1,-1,9,11,11
-1,1,0,1,9,11,11
-1,1,-1,-1,9,11,11
-1,1,-1,-1,9,11,11
-1,0,-1,-1,9,11,11
3,-1,-1,-1,9,11,11
1,1,0,-1,9,11,11
0,1,0,-1,9,11,11
0,1,0,-1,9,11,11
-1,1,1,-1,9,11,11
-1,1,1,-1,9,11,11
0,1,0,-1,9,11,11
-1,1,0,1,9,11,11
-1,0,-1,-1,9,11,11
0,1,0,-1,9,11,11
-1,1,0,1,9,11,11
-1,1,-1,-1,9,11,11
-1,1,-1,-1,9,11,11
-1,0,-1,-1,9,11,11
3,-1,-1,-1,9,11,11
1,1,0,-1,9,11,11
0,1,0,-1,9,11,11
0,1,0,-1,9,11,11
-1,1,1,-1,9,11,11
1,1,0,-1,9,11,11
-1,1,1,-1,9,11,11
-1,1,0,1,9,11,11
-1,0,-1,-1,9,11,11
-1,1,-1,-1,9,11,12
