emotion,sentiment,subjectivity,orientation,chapter,paragraph,sentence
0,1,0,-1,75,13,2
0,1,0,-1,75,13,2
-1,1,1,-1,75,13,2
-1,1,1,-1,75,13,2
-1,1,1,-1,75,13,2
-1,1,0,1,75,13,2
-1,0,-1,-1,75,13,2
3,-1,-1,-1,75,13,2
-1,1,0,1,75,13,2
-1,1,-1,-1,75,13,2
-1,1,-1,-1,75,13,2
-1,0,-1,-1,75,13,2
3,-1,-1,-1,75,13,2
1,1,0,-1,75,13,2
0,1,0,-1,75,13,3
-1,1,1,-1,75,13,3
-1,1,1,-1,75,13,3
-1,1,1,-1,75,13,3
-1,1,0,1,75,13,3
-1,0,-1,-1,75,13,3
-1,1,-1,-1,75,13,3
-1,1,0,1,75,13,3
-1,1,-1,-1,75,13,3
-1,1,-1,-1,75,13,3
-1,0,-1,-1,75,13,3
3,-1,-1,-1,75,13,3
1,1,0,-1,75,13,3
0,1,0,-1,75,13,3
0,1,0,-1,75,13,3
-1,1,1,-1,75,13,3
-1,1,1,-1,75,13,3
3,-1,-1,-1,75,13,3
-1,1,-1,-1,75,13,3
-1,1,-1,-1,75,13,3
-1,0,-1,-1,75,13,3
3,-1,-1,-1,75,13,3
1,1,0,-1,75,13,3
0,1,0,-1,75,13,3
0,1,0,-1,75,13,3
-1,1,1,-1,75,13,3
-1,1,1,-1,75,13,3
-1,1,1,-1,75,13,3
-1,1,0,1,75,13,3
-1,1,1,-1,75,13,3
3,-1,-1,-1,75,13,3
-1,1,-1,-1,75,13,3
-1,1,-1,-1,75,13,3
-1,0,-1,-1,75,13,3
3,-1,-1,-1,75,13,3
1,1,0,-1,75,13,3
0,1,0,-1,75,13,3
0,1,0,-1,75,13,3
-1,1,1,-1,75,13,3
-1,1,1,-1,75,13,3
-1,1,1,-1,75,13,3
-1,1,-1,-1,75,13,3
-1,1,-1,-1,75,13,3
-1,0,-1,-1,75,13,3
3,-1,-1,-1,75,13,3
1,1,0,-1,75,13,3
0,1,0,-1,75,13,3
0,1,0,-1,75,13,3
-1,1,1,-1,75,13,3
-1,1,1,-1,75,13,3
-1,1,1,-1,75,13,3
-1,1,0,1,75,13,3
3,-1,-1,-1,75,13,4
-1,1,0,1,75,13,4
-1,1,-1,-1,75,13,4
-1,1,-1,-1,75,13,4
-1,0,-1,-1,75,13,4
3,-1,-1,-1,75,13,4
1,1,0,-1,75,13,4
0,1,0,-1,75,13,4
-1,1,-1,-1,75,13,4
-1,1,-1,-1,75,14,0
-1,1,-1,-1,75,14,0
-1,0,-1,-1,75,14,0
3,-1,-1,-1,75,14,0
1,1,0,-1,75,14,0
0,1,0,-1,75,14,0
0,1,0,-1,75,14,0
-1,1,1,-1,75,14,0
-1,1,-1,-1,75,14,0
-1,1,1,-1,75,14,0
-1,1,0,1,75,14,0
-1,0,-1,-1,75,14,0
3,-1,-1,-1,75,14,0
-1,1,-1,-1,75,14,0
-1,1,-1,-1,75,14,0
-1,0,-1,-1,75,14,0
3,-1,-1,-1,75,14,0
1,1,0,-1,75,14,0
0,1,0,-1,75,14,0
0,1,0,-1,75,14,0
-1,1,1,-1,75,14,0
-1,1,1,-1,75,14,0
-1,1,1,-1,75,14,0
-1,1,-1,-1,75,14,0
-1,1,-1,-1,75,14,0
-1,0,-1,-1,75,14,0
3,-1,-1,-1,75,14,0
1,1,0,-1,75,14,0
0,1,0,-1,75,14,0
0,1,0,-1,75,14,0
-1,1,1,-1,75,14,0
-1,1,1,-1,75,14,0
-1,1,1,-1,75,14,0
-1,1,-1,-1,75,14,0
-1,1,-1,-1,75,14,0
-1,0,-1,-1,75,14,0
3,-1,-1,-1,75,14,0
1,1,0,-1,75,14,0
0,1,0,-1,75,14,1
-1,1,1,-1,75,14,1
-1,1,1,-1,75,14,1
-1,1,1,-1,75,14,1
-1,1,0,1,75,14,1
-1,0,-1,-1,75,14,1
3,-1,-1,-1,75,14,1
-1,1,-1,-1,75,14,1
-1,1,-1,-1,75,14,1
-1,0,-1,-1,75,14,1
3,-1,-1,-1,75,14,1
1,1,0,-1,75,14,1
0,1,0,-1,75,14,1
0,1,0,-1,75,14,1
-1,1,1,-1,75,14,1
-1,1,1,-1,75,14,1
-1,1,1,-1,75,14,1
-1,1,-1,-1,75,14,1
-1,1,-1,-1,75,14,1
-1,0,-1,-1,75,14,1
3,-1,-1,-1,75,14,1
1,1,0,-1,75,14,1
0,1,0,-1,75,14,1
0,1,0,-1,75,14,1
-1,1,1,-1,75,14,1
-1,1,1,-1,75,14,1
-1,1,1,-1,75,14,1
-1,1,0,1,75,14,1
3,-1,-1,-1,75,14,1
3,-1,-1,-1,75,14,1
-1,1,0,1,75,14,1
-1,1,-1,-1,75,14,1
-1,1,-1,-1,75,14,1
-1,0,-1,-1,75,14,1
3,-1,-1,-1,75,14,1
1,1,0,-1,75,14,1
0,1,0,-1,75,14,1
0,1,0,-1,75,14,1
-1,1,1,-1,75,14,1
-1,1,1,-1,75,14,1
-1,1,1,-1,75,14,1
-1,1,0,1,75,14,1
-1,0,-1,-1,75,14,1
-1,1,-1,-1,75,14,2
-1,1,-1,-1,75,14,2
-1,0,-1,-1,75,14,2
3,-1,-1,-1,75,14,2
1,1,0,-1,75,14,2
0,1,0,-1,75,14,2
0,1,0,-1,75,14,2
-1,1,1,-1,75,14,2
-1,1,1,-1,75,14,2
-1,1,1,-1,75,14,2
-1,1,0,1,75,14,2
-1,0,-1,-1,75,14,2
3,-1,-1,-1,75,14,2
-1,1,-1,-1,75,14,2
-1,1,-1,-1,75,14,2
-1,0,-1,-1,75,14,2
-1,1,-1,-1,76,0,0
-1,1,-1,-1,76,0,0
-1,0,-1,-1,76,0,0
3,-1,-1,-1,76,0,0
1,1,0,-1,76,0,0
0,1,0,-1,76,0,0
0,1,0,-1,76,0,0
-1,1,1,-1,76,0,0
-1,1,1,-1,76,0,0
-1,0,-1,-1,76,0,0
-1,1,0,1,76,0,0
-1,0,-1,-1,76,0,0
-1,0,-1,-1,76,0,0
-1,1,0,1,76,0,0
1,1,0,-1,76,0,0
-1,1,-1,-1,76,0,0
-1,1,-1,-1,76,0,0
-1,1,-1,-1,76,0,0
-1,0,-1,-1,76,0,0
3,-1,-1,-1,76,0,0
1,1,0,-1,76,0,0
0,1,0,-1,76,0,0
0,1,0,-1,76,0,0
-1,1,1,-1,76,0,0
-1,1,1,-1,76,0,0
-1,1,1,-1,76,0,0
-1,1,0,1,76,0,0
-1,0,-1,-1,76,0,0
-1,1,-1,-1,76,0,0
-1,0,-1,-1,76,0,1
3,-1,-1,-1,76,0,1
1,1,0,-1,76,0,1
0,1,0,-1,76,0,1
0,1,0,-1,76,0,1
-1,1,1,-1,76,0,1
-1,1,1,-1,76,0,1
-1,1,1,-1,76,0,1
-1,1,1,-1,76,0,1
-1,0,-1,-1,76,0,1
-1,1,-1,-1,76,0,1
-1,1,-1,-1,76,0,1
-1,0,-1,-1,76,0,1
3,-1,-1,-1,76,0,1
1,1,0,-1,76,0,1
0,1,0,-1,76,0,1
0,1,0,-1,76,0,1
1,1,0,-1,76,0,1
-1,1,1,-1,76,0,1
-1,1,1,-1,76,0,1
-1,1,0,1,76,0,1
-1,1,-1,-1,76,0,1
-1,1,-1,-1,76,0,1
-1,0,-1,-1,76,0,1
3,-1,-1,-1,76,0,1
1,1,0,-1,76,0,1
0,1,0,-1,76,0,1
0,1,0,-1,76,0,1
-1,1,1,-1,76,0,1
-1,1,1,-1,76,0,1
-1,1,1,-1,76,0,1
-1,1,0,1,76,0,1
-1,0,-1,-1,76,0,1
3,-1,-1,-1,76,0,1
-1,1,0,1,76,0,1
-1,1,-1,-1,76,0,2
-1,0,-1,-1,76,0,2
3,-1,-1,-1,76,0,2
1,1,0,-1,76,0,2
0,1,0,-1,76,0,2
0,1,0,-1,76,0,2
-1,1,1,-1,76,0,2
-1,1,1,-1,76,0,2
-1,1,1,-1,76,0,2
-1,1,0,1,76,0,2
-1,0,-1,-1,76,0,2
-1,1,-1,-1,76,0,2
-1,1,-1,-1,76,0,2
-1,0,-1,-1,76,0,2
3,-1,-1,-1,76,0,2
-1,1,-1,-1,76,0,2
0,1,0,-1,76,0,2
0,1,0,-1,76,0,2
-1,1,1,-1,76,0,2
-1,1,1,-1,76,0,2
-1,1,1,-1,76,0,2
-1,1,-1,-1,76,0,2
3,-1,-1,-1,76,0,2
-1,1,-1,-1,76,0,2
-1,1,-1,-1,76,0,2
-1,0,-1,-1,76,0,2
3,-1,-1,-1,76,0,2
1,1,0,-1,76,0,2
0,1,0,-1,76,0,2
1,1,0,-1,76,0,2
-1,1,1,-1,76,0,2
-1,1,1,-1,76,0,2
-1,1,1,-1,76,0,2
-1,1,0,1,76,0,2
-1,0,-1,-1,76,0,2
-1,1,-1,-1,76,0,2
-1,1,-1,-1,76,0,2
-1,0,-1,-1,76,0,2
3,-1,-1,-1,76,0,2
0,1,0,-1,76,0,3
0,1,0,-1,76,0,3
-1,1,1,-1,76,0,3
-1,1,1,-1,76,0,3
-1,1,-1,-1,76,0,3
-1,1,-1,-1,76,0,3
-1,0,-1,-1,76,0,3
3,-1,-1,-1,76,0,3
1,1,0,-1,76,0,3
0,1,0,-1,76,0,3
0,1,0,-1,76,0,3
-1,1,1,-1,76,0,3
-1,1,1,-1,76,0,3
-1,1,1,-1,76,0,3
-1,1,0,1,76,0,3
-1,1,-1,-1,76,0,3
-1,1,-1,-1,76,0,3
-1,0,-1,-1,76,0,3
3,-1,-1,-1,76,0,3
1,1,0,-1,76,0,3
0,1,0,-1,76,0,3
-1,1,1,-1,76,0,4
-1,1,-1,-1,76,0,4
-1,1,-1,-1,76,0,4
-1,0,-1,-1,76,0,4
3,-1,-1,-1,76,0,4
1,1,0,-1,76,0,4
0,1,0,-1,76,0,4
0,1,0,-1,76,0,4
-1,1,1,-1,76,0,4
-1,1,1,-1,76,0,4
-1,1,1,-1,76,0,4
-1,1,0,1,76,0,4
-1,0,-1,-1,76,0,4
3,-1,-1,-1,76,0,4
-1,1,0,1,76,0,4
-1,1,-1,-1,76,0,4
-1,1,-1,-1,76,0,4
-1,0,-1,-1,76,0,4
3,-1,-1,-1,76,0,4
1,1,0,-1,76,0,4
0,1,0,-1,76,0,4
0,1,0,-1,76,0,4
-1,1,1,-1,76,0,4
-1,1,1,-1,76,0,4
0,1,0,-1,76,0,5
-1,0,-1,-1,76,0,5
3,-1,-1,-1,76,0,5
-1,1,0,1,76,0,5
-1,1,-1,-1,76,0,5
-1,1,-1,-1,76,0,5
-1,0,-1,-1,76,0,5
-1,1,-1,-1,76,0,5
-1,1,-1,-1,76,1,0
-1,1,-1,-1,76,1,0
-1,0,-1,-1,76,1,0
3,-1,-1,-1,76,1,0
1,1,0,-1,76,1,0
0,1,0,-1,76,1,0
0,1,0,-1,76,1,0
-1,1,1,-1,76,1,0
-1,1,-1,-1,76,1,1
-1,1,-1,-1,76,1,1
-1,0,-1,-1,76,1,1
3,-1,-1,-1,76,1,1
-1,1,1,-1,76,1,1
0,1,0,-1,76,1,2
0,1,0,-1,76,1,2
-1,1,1,-1,76,1,2
-1,1,1,-1,76,1,2
-1,1,1,-1,76,1,2
-1,1,1,-1,76,1,2
-1,0,-1,-1,76,1,2
0,1,0,-1,76,1,2
-1,1,0,1,76,1,2
-1,1,-1,-1,76,1,2
-1,1,-1,-1,76,1,2
-1,0,-1,-1,76,1,2
3,-1,-1,-1,76,1,2
1,1,0,-1,76,1,2
0,1,0,-1,76,1,2
0,1,0,-1,76,1,2
-1,1,1,-1,76,1,2
-1,1,1,-1,76,1,2
-1,1,1,-1,76,1,2
1,1,0,-1,76,1,2
-1,1,-1,-1,76,1,2
-1,1,-1,-1,76,1,2
-1,0,-1,-1,76,1,2
3,-1,-1,-1,76,1,2
1,1,0,-1,76,1,2
0,1,0,-1,76,1,2
0,1,0,-1,76,1,2
-1,1,1,-1,76,1,2
-1,1,1,-1,76,1,2
-1,1,1,-1,76,1,2
-1,1,0,1,76,1,2
-1,1,-1,-1,76,1,2
-1,1,-1,-1,76,1,2
-1,0,-1,-1,76,1,2
3,-1,-1,-1,76,1,2
1,1,0,-1,76,1,2
0,1,0,-1,76,1,2
0,1,0,-1,76,1,2
-1,1,1,-1,76,1,2
-1,1,1,-1,76,1,2
-1,1,1,-1,76,1,2
-1,1,-1,-1,76,1,2
-1,1,-1,-1,76,1,2
-1,0,-1,-1,76,1,2
-1,1,-1,-1,76,1,2
0,1,0,-1,76,1,3
0,1,0,-1,76,1,3
-1,1,1,-1,76,1,3
-1,1,1,-1,76,1,3
-1,1,1,-1,76,1,3
-1,1,0,1,76,1,3
-1,0,-1,-1,76,1,3
-1,1,-1,-1,76,1,3
-1,1,-1,-1,76,1,3
-1,0,-1,-1,76,1,3
3,-1,-1,-1,76,1,3
1,1,0,-1,76,1,3
0,1,0,-1,76,1,3
0,1,0,-1,76,1,3
-1,1,1,-1,76,1,3
-1,1,1,-1,76,1,3
-1,1,1,-1,76,1,3
-1,1,0,1,76,1,3
-1,1,-1,-1,76,1,3
-1,1,-1,-1,76,1,3
-1,0,-1,-1,76,1,3
3,-1,-1,-1,76,1,3
-1,1,-1,-1,76,1,3
0,1,0,-1,76,1,3
0,1,0,-1,76,1,3
-1,1,1,-1,76,1,3
-1,1,1,-1,76,1,3
-1,1,1,-1,76,1,3
-1,1,0,1,76,1,3
-1,0,-1,-1,76,1,3
3,-1,-1,-1,76,1,3
-1,1,-1,-1,76,1,3
-1,1,-1,-1,76,1,3
-1,0,-1,-1,76,1,3
3,-1,-1,-1,76,1,3
1,1,0,-1,76,1,3
0,1,0,-1,76,1,3
0,1,0,-1,76,1,3
-1,0,-1,-1,76,1,3
-1,0,-1,-1,76,1,3
-1,1,1,-1,76,1,4
-1,0,-1,-1,76,1,4
-1,0,-1,-1,76,1,4
-1,1,-1,-1,76,1,4
-1,1,-1,-1,76,1,4
-1,0,-1,-1,76,1,4
3,-1,-1,-1,76,1,4
1,1,0,-1,76,1,4
0,1,0,-1,76,1,4
0,1,0,-1,76,1,4
-1,1,1,-1,76,1,4
-1,1,1,-1,76,1,4
-1,1,1,-1,76,1,4
-1,1,0,1,76,1,4
-1,1,-1,-1,76,1,4
-1,1,-1,-1,76,1,4
-1,0,-1,-1,76,1,4
3,-1,-1,-1,76,1,4
1,1,0,-1,76,1,4
0,1,0,-1,76,1,4
0,1,0,-1,76,1,4
-1,1,1,-1,76,1,4
-1,1,1,-1,76,1,4
-1,1,1,-1,76,1,4
-1,1,0,1,76,1,4
3,-1,-1,-1,76,1,4
-1,1,-1,-1,76,1,4
-1,1,-1,-1,76,1,4
-1,0,-1,-1,76,1,4
3,-1,-1,-1,76,1,4
1,1,0,-1,76,1,4
0,1,0,-1,76,1,4
0,1,0,-1,76,1,4
-1,0,-1,-1,76,1,4
-1,1,1,-1,76,1,4
-1,1,1,-1,76,1,4
-1,1,0,1,76,1,4
-1,1,-1,-1,76,1,4
-1,1,-1,-1,76,1,4
-1,0,-1,-1,76,1,4
3,-1,-1,-1,76,1,4
1,1,0,-1,76,1,4
0,1,0,-1,76,1,4
0,1,0,-1,76,1,4
-1,1,1,-1,76,1,5
-1,1,1,-1,76,1,5
3,-1,-1,-1,76,1,5
-1,0,-1,-1,76,1,5
3,-1,-1,-1,76,1,5
1,1,-1,-1,76,1,6
-1,1,-1,-1,76,1,6
-1,1,-1,-1,76,1,6
-1,0,-1,-1,76,1,6
3,-1,-1,-1,76,1,6
1,1,0,-1,76,1,6
0,1,0,-1,76,1,6
0,1,0,-1,76,1,6
-1,1,1,-1,76,1,7
-1,1,1,-1,76,1,7
-1,1,0,1,76,1,7
-1,0,-1,-1,76,1,7
-1,1,-1,-1,76,1,7
-1,1,-1,-1,76,1,7
-1,0,-1,-1,76,1,7
3,-1,-1,-1,76,1,7
1,1,0,-1,76,1,7
0,1,0,-1,76,1,7
0,1,0,-1,76,1,7
-1,1,1,-1,76,1,7
-1,1,1,-1,76,1,7
-1,1,1,-1,76,1,7
-1,1,1,-1,76,1,7
-1,0,-1,-1,76,1,7
-1,1,-1,-1,76,1,7
-1,1,-1,-1,76,1,7
-1,0,-1,-1,76,1,7
3,-1,-1,-1,76,1,7
1,1,0,-1,76,1,7
0,1,0,-1,76,1,7
0,1,0,-1,76,1,7
-1,1,1,-1,76,1,7
-1,1,1,-1,76,1,7
-1,1,1,-1,76,1,7
-1,1,0,1,76,1,7
-1,0,-1,-1,76,1,7
3,-1,-1,-1,76,1,7
-1,1,-1,-1,76,1,7
-1,1,-1,-1,76,1,7
-1,0,-1,-1,76,1,7
1,1,0,-1,76,1,8
0,1,0,-1,76,1,8
0,1,0,-1,76,1,8
-1,1,1,-1,76,1,8
-1,1,1,-1,76,1,8
-1,1,1,-1,76,1,8
-1,1,0,1,76,1,8
-1,0,-1,-1,76,1,8
3,-1,-1,-1,76,1,8
-1,1,-1,-1,76,1,8
-1,1,-1,-1,76,1,8
-1,0,-1,-1,76,1,8
3,-1,-1,-1,76,1,8
1,1,0,-1,76,1,8
0,1,0,-1,76,1,8
0,1,0,-1,76,1,8
-1,1,1,-1,76,1,8
-1,1,1,-1,76,1,8
-1,1,1,-1,76,1,8
-1,1,-1,-1,76,2,0
-1,1,-1,-1,76,2,0
-1,0,-1,-1,76,2,0
3,-1,-1,-1,76,2,0
1,1,0,-1,76,2,0
0,1,0,-1,76,2,0
0,1,0,-1,76,2,0
-1,1,1,-1,76,2,0
-1,1,1,-1,76,2,0
-1,1,1,-1,76,2,0
-1,1,-1,-1,76,2,0
-1,1,-1,-1,76,2,0
-1,0,-1,-1,76,2,0
3,-1,-1,-1,76,2,0
1,1,0,-1,76,2,0
0,1,0,-1,76,2,0
0,1,0,-1,76,2,0
-1,1,1,-1,76,2,0
-1,0,-1,-1,76,2,0
3,-1,-1,-1,76,2,0
-1,1,0,1,76,2,0
-1,0,-1,-1,76,2,0
-1,0,-1,-1,76,2,0
-1,1,0,1,76,2,0
-1,1,-1,-1,76,2,1
-1,1,-1,-1,76,2,1
-1,1,-1,-1,76,2,1
-1,1,-1,-1,76,3,0
-1,1,-1,-1,76,3,0
-1,0,-1,-1,76,3,0
3,-1,-1,-1,76,3,0
1,1,0,-1,76,3,0
0,1,0,-1,76,3,0
0,1,0,-1,76,3,0
-1,1,1,-1,76,3,0
-1,1,1,-1,76,3,0
-1,1,1,-1,76,3,0
-1,1,0,1,76,3,0
-1,0,-1,-1,76,3,0
3,-1,-1,-1,76,3,0
-1,1,1,-1,76,3,0
-1,1,-1,-1,76,3,1
-1,0,-1,-1,76,3,1
3,-1,-1,-1,76,3,1
1,1,0,-1,76,3,1
-1,0,-1,-1,76,3,1
0,1,0,-1,76,3,1
-1,0,-1,-1,76,3,1
-1,1,1,-1,76,3,1
-1,1,1,-1,76,3,1
1,1,0,-1,76,3,1
-1,0,-1,-1,76,3,1
3,-1,-1,-1,76,3,1
-1,1,0,1,76,3,1
1,1,-1,-1,76,3,1
-1,1,-1,-1,76,3,1
-1,1,-1,-1,76,3,1
-1,0,-1,-1,76,3,1
3,-1,-1,-1,76,3,1
1,1,0,-1,76,3,1
0,1,0,-1,76,3,2
-1,1,1,-1,76,3,2
-1,1,1,-1,76,3,2
-1,1,1,-1,76,3,2
-1,1,0,1,76,3,2
-1,0,-1,-1,76,3,2
-1,0,-1,-1,76,3,2
-1,1,-1,-1,76,3,2
-1,1,-1,-1,76,3,2
-1,0,-1,-1,76,3,2
3,-1,-1,-1,76,3,2
0,1,0,-1,76,3,3
0,1,0,-1,76,3,3
-1,1,1,-1,76,3,3
-1,1,1,-1,76,3,3
-1,1,1,-1,76,3,3
-1,0,-1,-1,76,3,3
3,-1,-1,-1,76,3,3
3,-1,-1,-1,76,3,3
-1,1,-1,-1,76,3,3
-1,1,-1,-1,76,3,3
-1,0,-1,-1,76,3,3
3,-1,-1,-1,76,3,3
1,1,0,-1,76,3,3
0,1,0,-1,76,3,3
0,1,0,-1,76,3,3
-1,1,1,-1,76,3,3
-1,1,1,-1,76,3,3
-1,1,1,-1,76,3,3
-1,1,0,1,76,3,3
-1,1,-1,-1,76,3,4
-1,1,-1,-1,76,3,4
-1,0,-1,-1,76,3,4
3,-1,-1,-1,76,3,4
1,1,0,-1,76,3,4
0,1,0,-1,76,3,4
0,1,0,-1,76,3,4
-1,1,1,-1,76,3,4
-1,1,1,-1,76,3,5
-1,1,0,1,76,3,5
-1,0,-1,-1,76,3,5
3,-1,-1,-1,76,3,5
-1,1,-1,-1,76,3,5
-1,1,-1,-1,76,3,5
-1,0,-1,-1,76,3,5
3,-1,-1,-1,76,3,5
1,1,0,-1,76,3,5
0,1,0,-1,76,3,5
0,1,0,-1,76,3,5
-1,1,1,-1,76,3,5
-1,1,1,-1,76,3,5
-1,1,1,-1,76,3,5
-1,1,0,1,76,3,5
-1,0,-1,-1,76,3,5
3,-1,-1,-1,76,3,5
-1,1,0,1,76,3,5
1,1,-1,-1,76,3,5
-1,1,-1,-1,76,3,5
-1,1,-1,-1,76,3,5
-1,0,-1,-1,76,3,5
3,-1,-1,-1,76,3,5
1,1,0,-1,76,3,5
0,1,0,-1,76,3,6
-1,1,1,-1,76,3,6
3,-1,-1,-1,76,3,6
-1,1,1,-1,76,3,6
-1,1,0,1,76,3,6
-1,0,-1,-1,76,3,6
-1,1,-1,-1,76,3,6
-1,1,-1,-1,76,3,6
-1,0,-1,-1,76,3,6
3,-1,-1,-1,76,3,6
-1,1,-1,-1,76,3,6
0,1,0,-1,76,3,6
0,1,0,-1,76,3,6
-1,1,1,-1,76,3,6
-1,1,1,-1,76,3,6
-1,1,1,-1,76,3,6
0,1,0,-1,76,3,6
-1,0,-1,-1,76,3,6
3,-1,-1,-1,76,3,6
-1,1,0,1,76,3,6
-1,1,-1,-1,76,3,6
-1,1,-1,-1,76,3,6
-1,0,-1,-1,76,3,6
3,-1,-1,-1,76,3,6
1,1,0,-1,76,3,6
0,1,0,-1,76,3,6
0,1,0,-1,76,3,6
-1,1,1,-1,76,3,6
-1,1,1,-1,76,3,6
-1,1,1,-1,76,3,6
-1,1,-1,-1,76,3,6
-1,1,-1,-1,76,3,6
-1,0,-1,-1,76,3,6
3,-1,-1,-1,76,3,6
1,1,0,-1,76,3,6
0,1,0,-1,76,3,6
0,1,0,-1,76,3,6
-1,1,1,-1,76,3,6
-1,1,1,-1,76,3,6
-1,1,1,-1,76,3,6
-1,1,0,1,76,3,6
3,-1,-1,-1,76,3,6
3,-1,-1,-1,76,3,6
-1,1,-1,-1,76,3,6
-1,1,-1,-1,76,3,6
-1,0,-1,-1,76,3,6
3,-1,-1,-1,76,3,6
1,1,0,-1,76,3,6
0,1,0,-1,76,3,6
0,1,0,-1,76,3,6
-1,1,1,-1,76,3,6
-1,1,1,-1,76,3,6
-1,1,1,-1,76,3,6
0,1,0,-1,76,3,6
-1,1,-1,-1,76,3,6
-1,1,-1,-1,76,3,6
-1,0,-1,-1,76,3,6
3,-1,-1,-1,76,3,6
0,1,0,-1,76,3,7
0,1,0,-1,76,3,7
3,-1,-1,-1,76,3,7
-1,1,1,-1,76,3,7
-1,1,1,-1,76,3,7
-1,1,0,1,76,3,7
-1,0,-1,-1,76,3,7
3,-1,-1,-1,76,3,7
-1,1,0,1,76,3,7
-1,1,-1,-1,76,3,7
-1,1,-1,-1,76,3,7
-1,0,-1,-1,76,3,7
3,-1,-1,-1,76,3,7
1,1,0,-1,76,3,7
0,1,0,-1,76,3,7
0,1,0,-1,76,3,7
-1,1,1,-1,76,3,7
-1,1,1,-1,76,3,7
-1,1,1,-1,76,3,7
-1,1,0,1,76,3,7
-1,1,-1,-1,76,3,7
-1,1,-1,-1,76,3,7
-1,0,-1,-1,76,3,7
3,-1,-1,-1,76,3,7
1,1,0,-1,76,3,7
-1,1,-1,-1,76,3,7
0,1,0,-1,76,3,7
-1,1,1,-1,76,3,7
-1,1,1,-1,76,3,7
-1,1,1,-1,76,3,7
-1,1,0,1,76,3,7
-1,0,-1,-1,76,3,7
3,-1,-1,-1,76,3,7
-1,1,0,1,76,3,7
-1,0,-1,-1,76,3,7
-1,1,-1,-1,76,3,7
-1,1,-1,-1,76,3,7
-1,0,-1,-1,76,3,7
3,-1,-1,-1,76,3,7
1,1,0,-1,76,3,7
0,1,0,-1,76,3,7
0,1,0,-1,76,3,7
-1,1,1,-1,76,3,7
-1,1,1,-1,76,3,7
-1,1,1,-1,76,3,7
0,1,0,-1,76,3,7
-1,0,-1,-1,76,3,7
-1,1,-1,-1,76,3,8
-1,0,-1,-1,76,3,8
3,-1,-1,-1,76,3,8
1,1,0,-1,76,3,8
0,1,0,-1,76,3,8
0,1,0,-1,76,3,8
-1,1,1,-1,76,3,8
-1,1,1,-1,76,3,8
0,1,0,-1,76,3,8
-1,1,0,1,76,3,8
-1,0,-1,-1,76,3,8
3,-1,-1,-1,76,3,8
-1,1,-1,-1,76,3,8
-1,1,-1,-1,76,3,8
-1,0,-1,-1,76,3,8
3,-1,-1,-1,76,3,8
1,1,0,-1,76,3,8
0,1,0,-1,76,3,8
0,1,0,-1,76,3,8
-1,1,-1,-1,76,3,8
-1,1,1,-1,76,3,8
-1,1,1,-1,76,3,8
-1,1,0,1,76,3,8
-1,0,-1,-1,76,3,8
3,-1,-1,-1,76,3,8
-1,1,-1,-1,76,3,8
-1,1,-1,-1,76,3,8
-1,0,-1,-1,76,3,8
3,-1,-1,-1,76,3,8
1,1,0,-1,76,3,8
0,1,0,-1,76,3,8
0,1,0,-1,76,3,8
-1,1,1,-1,76,3,8
-1,1,1,-1,76,3,8
-1,1,1,-1,76,3,8
-1,1,0,1,76,3,8
-1,1,-1,-1,76,3,8
-1,1,-1,-1,76,3,8
-1,0,-1,-1,76,3,8
3,-1,-1,-1,76,3,8
1,1,0,-1,76,3,8
0,1,0,-1,76,3,8
0,1,0,-1,76,3,8
-1,1,1,-1,76,3,8
-1,1,1,-1,76,3,8
-1,1,1,-1,76,3,8
-1,1,1,-1,76,3,8
-1,1,-1,-1,76,3,9
-1,1,-1,-1,76,3,9
-1,0,-1,-1,76,3,9
3,-1,-1,-1,76,3,9
1,1,0,-1,76,3,9
0,1,0,-1,76,3,9
0,1,0,-1,76,3,9
-1,1,1,-1,76,3,9
-1,1,1,-1,76,3,9
-1,1,1,-1,76,3,9
-1,1,0,1,76,3,9
-1,1,-1,-1,76,3,9
-1,1,-1,-1,76,3,9
-1,0,-1,-1,76,3,9
3,-1,-1,-1,76,3,9
1,1,0,-1,76,3,9
0,1,0,-1,76,3,9
0,1,0,-1,76,3,9
-1,1,1,-1,76,3,9
-1,1,1,-1,76,3,10
-1,1,0,1,76,3,10
-1,1,1,-1,76,3,10
-1,1,-1,-1,76,3,10
-1,1,-1,-1,76,3,10
-1,0,-1,-1,76,3,10
3,-1,-1,-1,76,3,10
1,1,0,-1,76,3,10
0,1,0,-1,76,3,10
0,1,0,-1,76,3,10
-1,1,1,-1,76,3,10
-1,1,-1,-1,76,3,10
-1,1,-1,-1,76,3,10
-1,0,-1,-1,76,3,10
3,-1,-1,-1,76,3,10
1,1,0,-1,76,3,10
0,1,0,-1,76,3,10
0,1,0,-1,76,3,10
-1,1,1,-1,76,3,10
-1,1,-1,-1,76,3,10
-1,1,1,-1,76,3,10
-1,1,0,1,76,3,10
-1,1,-1,-1,76,4,0
-1,1,-1,-1,76,4,0
-1,0,-1,-1,76,4,0
3,-1,-1,-1,76,4,0
1,1,0,-1,76,4,0
0,1,0,-1,76,4,0
0,1,0,-1,76,4,0
-1,1,1,-1,76,4,0
1,1,0,-1,76,4,0
0,1,0,-1,76,4,0
0,1,0,-1,76,4,0
-1,0,-1,-1,76,4,0
3,-1,-1,-1,76,4,0
-1,1,-1,-1,76,4,0
-1,1,-1,-1,76,4,0
-1,0,-1,-1,76,4,0
