word,emotion,sentiment,subjectivity,orientation,source
subversively,,negative,weak,,opinion
subvert,disgust,negative,weak,active,emolex
succeed,anticipation,positive,weak,,emolex
succeeded,,positive,,,opinion
succeeding,anticipation,positive,,,emolex
succeeds,,positive,,,opinion
succes,,positive,,,opinion
success,anticipation,positive,weak,,emolex
successes,,positive,,,opinion
successful,anticipation,positive,weak,,emolex
successfully,,positive,weak,,opinion
succinct,,positive,,,emolex
succulent,,negative,,,emolex
succumb,,negative,strong,passive,emolex
such,,,weak,,mpqa
suck,,negative,,,emolex
sucked,,negative,,,opinion
sucker,anger,negative,strong,,emolex
sucks,,negative,,,opinion
sucky,,negative,,,opinion
sudden,surprise,,,,emolex
suddenly,surprise,,,,emolex
sue,anger,negative,,,emolex
sued,,negative,,,opinion
sueing,,negative,,,opinion
sues,,negative,,,opinion
suffer,,negative,weak,passive,emolex
suffered,,negative,,,opinion
sufferer,fear,negative,strong,passive,emolex
sufferers,,negative,strong,,opinion
suffering,disgust,negative,strong,,emolex
suffers,,negative,,,opinion
suffice,,positive,weak,,opinion
sufficed,,positive,,,opinion
suffices,,positive,,,opinion
sufficiency,,positive,,,emolex
sufficient,,positive,weak,,opinion
sufficiently,,positive,weak,,opinion
suffocate,,negative,strong,passive,opinion
suffocating,disgust,negative,,,emolex
suffocation,anger,negative,,,emolex
sugar,,positive,,,emolex
sugar-coat,,negative,strong,,opinion
sugar-coated,,negative,strong,,opinion
sugarcoated,,negative,strong,,opinion
suggest,trust,positive,weak,passive,emolex
suggestions,,positive,weak,,mpqa
suicidal,anger,negative,weak,,emolex
suicide,anger,negative,weak,,emolex
suit,,positive,weak,,mpqa
suitable,,positive,weak,,emolex
sulk,,negative,strong,,opinion
sullen,anger,negative,strong,,emolex
sully,,negative,strong,,opinion
sultan,fear,,,,emolex
sultry,,positive,,,emolex
sum,,,,active,inquirer
summarize,,,,active,inquirer
summit,,positive,,,inquirer
summon,,,,active,inquirer
summons,,negative,,,emolex
sump,disgust,,,,emolex
sumptuous,,positive,strong,,opinion
sumptuously,,positive,strong,,opinion
sumptuousness,,positive,strong,,opinion
sun,anticipation,positive,,,emolex
sunder,,negative,strong,active,opinion
sundial,anticipation,,,,emolex
sung,,,,active,inquirer
sunk,disgust,negative,,passive,emolex
sunken,,negative,,passive,opinion
sunny,anticipation,positive,weak,,emolex
sunset,anticipation,positive,,,emolex
sunshine,joy,positive,,,emolex
super,,positive,strong,,opinion
superb,,positive,strong,,emolex
superbly,,positive,strong,,opinion
superficial,,negative,strong,,emolex
superficiality,,negative,strong,,opinion
superficially,,negative,strong,,opinion
superfluous,,negative,strong,,emolex
superhuman,,positive,,,emolex
superior,,positive,weak,,emolex
superiority,,positive,strong,,emolex
superlative,,positive,strong,,mpqa
superman,joy,positive,,,emolex
superstar,joy,positive,,,emolex
superstition,fear,negative,strong,,emolex
superstitious,anticipation,negative,strong,,emolex
supple,,positive,,,opinion
supplication,trust,positive,,,emolex
supplies,,positive,,,emolex
supply,,positive,,active,emolex
support,,positive,strong,active,opinion
supported,,positive,,,emolex
supporter,joy,positive,strong,,emolex
supporting,trust,positive,,,emolex
supportive,,positive,strong,,opinion
supports,,positive,,,opinion
suppose,,,strong,passive,mpqa
supposed,,negative,weak,,mpqa
supposing,,,strong,,mpqa
suppress,anger,negative,weak,active,emolex
suppression,anger,negative,weak,active,emolex
supremacy,anger,negative,strong,,emolex
supreme,,positive,strong,,emolex
supremely,,positive,strong,,emolex
supurb,,positive,strong,,opinion
supurbly,,positive,strong,,opinion
surcharge,anger,negative,,,emolex
sure,,positive,strong,,mpqa
surely,,positive,strong,,mpqa
surety,trust,positive,,,emolex
surge,surprise,positive,strong,,emolex
surgery,fear,,,,emolex
surging,,positive,strong,,mpqa
surly,anger,negative,,,emolex
surmise,,positive,strong,active,emolex
surmount,,positive,strong,active,opinion
surpass,,positive,strong,active,opinion
surpassing,,positive,,,emolex
surprise,fear,positive,strong,active,emolex
surprised,surprise,,,,emolex
surprising,surprise,,strong,,emolex
surprisingly,anticipation,,strong,,emolex
surreal,,positive,,,opinion
surrender,fear,negative,weak,passive,emolex
surrendering,sadness,negative,,,emolex
surrogate,trust,,,,emolex
surround,anticipation,negative,,active,emolex
surveillance,fear,,,active,emolex
survey,,,,active,inquirer
surveying,,positive,,,emolex
survival,,positive,weak,,opinion
survive,,positive,weak,,emolex
survivor,,positive,weak,,opinion
susceptible,,negative,weak,,emolex
suspect,fear,negative,weak,,emolex
suspend,,,,active,inquirer
suspense,anticipation,,,,emolex
suspension,fear,negative,,,emolex
suspicion,fear,negative,weak,,emolex
suspicions,,negative,strong,,opinion
suspicious,anger,negative,strong,,emolex
suspiciously,,negative,strong,,opinion
sustain,,,,active,inquirer
sustainability,,positive,weak,,opinion
sustainable,,positive,weak,,opinion
sustained,,positive,weak,,mpqa
swab,,negative,,,emolex
swagger,,negative,strong,,opinion
swam,,,,active,inquirer
swamp,disgust,negative,,,emolex
swamped,,negative,strong,,opinion
swampy,disgust,negative,,,emolex
swank,,positive,,,opinion
swankier,,positive,,,opinion
swankiest,,positive,,,opinion
swanky,,positive,,,opinion
swarm,disgust,,,,emolex
swastika,anger,negative,,,emolex
swear,trust,positive,strong,,emolex
sweat,fear,,,passive,emolex
sweaty,,negative,,,opinion
sweep,,,,active,inquirer
sweeping,,positive,strong,,opinion
sweet,anticipation,positive,weak,,emolex
sweeten,,positive,weak,active,opinion
sweetheart,anticipation,positive,weak,,emolex
sweetie,,positive,,,emolex
sweetly,,positive,weak,,opinion
sweetness,,positive,weak,,emolex
sweets,anticipation,positive,,,emolex
swelled,,negative,,,opinion
swelling,fear,negative,,,emolex
swept,,,,active,inquirer
swerve,fear,,,,emolex
swift,,positive,weak,,emolex
swiftness,,positive,weak,,opinion
swig,disgust,negative,,,emolex
swim,anticipation,positive,,active,emolex
swimmer,,,,active,inquirer
swindle,,negative,strong,,opinion
swine,disgust,negative,,,emolex
swing,,,weak,active,mpqa
swipe,,negative,strong,,opinion
switch,,,,active,inquirer
swollen,,negative,,passive,emolex
swoon,,negative,weak,passive,mpqa
swore,,negative,strong,,mpqa
sworn,,positive,strong,,mpqa
swung,,,,active,inquirer
symbolic,,positive,,,emolex
symbolize,,positive,,passive,inquirer
symmetrical,,positive,,,emolex
symmetry,joy,positive,,,emolex
sympathetic,fear,positive,strong,,emolex
sympathetically,,negative,strong,,mpqa
sympathies,,negative,strong,,mpqa
sympathize,sadness,negative,strong,,emolex
sympathy,sadness,positive,strong,,emolex
symphony,anticipation,positive,,,emolex
symptom,,negative,weak,,emolex
symptoms,,negative,,,opinion
synchronize,anticipation,positive,,,emolex
syncope,fear,negative,,,emolex
syndrome,,negative,weak,,opinion
synergistic,trust,positive,,,emolex
synod,trust,positive,,,emolex
synonymous,fear,negative,,,emolex
synthesis,,positive,,,inquirer
syringe,fear,,,,emolex
system,trust,,,,emolex
systematic,,,weak,,mpqa
taboo,disgust,negative,strong,,emolex
tabulate,anticipation,,,,emolex
tackle,anger,,,,emolex
tacky,,negative,,,opinion
tact,,positive,strong,,emolex
tactics,fear,positive,,,emolex
tail,,,,active,inquirer
taint,sadness,negative,strong,active,emolex
tainted,,negative,strong,,opinion
take,,,,active,inquirer
tale,,positive,weak,,emolex
talent,,positive,strong,,emolex
talented,,positive,strong,,opinion
talents,,positive,,,opinion
talisman,,positive,,,emolex
talk,,positive,,active,emolex
talker,,,,active,inquirer
tall,,,weak,,mpqa
talons,anger,negative,,,emolex
tamper,,negative,weak,active,opinion
tandem,trust,,,,emolex
tangle,,negative,,,opinion
tangled,,negative,weak,,emolex
tangles,,negative,,,opinion
tank,,negative,,,opinion
tanked,,negative,,,opinion
tanks,,negative,,,opinion
tanned,,positive,,,emolex
tantalize,,positive,weak,,opinion
tantalizing,anticipation,negative,strong,,emolex
tantalizingly,,positive,strong,,opinion
tantamount,trust,,strong,,emolex
tantrum,,negative,strong,,opinion
tardiness,,negative,,,emolex
tardy,,negative,weak,,emolex
tariff,anger,negative,,,emolex
tarnish,disgust,negative,weak,,emolex
tarnished,,negative,,,opinion
tarnishes,,negative,,,opinion
tarnishing,,negative,,,opinion
tarry,,negative,,,emolex
task,,positive,,active,emolex
taste,,positive,weak,passive,mpqa
tasteful,,positive,,,emolex
tasteless,disgust,negative,,,emolex
tasty,,positive,,,emolex
tatter,,,,active,inquirer
tattered,,negative,strong,,opinion
taught,trust,,,active,emolex
taunt,anger,negative,strong,active,emolex
taunting,,negative,strong,,opinion
tauntingly,,negative,strong,,opinion
taunts,,negative,strong,,opinion
taut,,negative,,,opinion
tawdry,,negative,strong,,opinion
tawny,disgust,,,,emolex
tax,sadness,negative,,,emolex
taxing,,negative,weak,,opinion
teach,joy,positive,,active,emolex
teacher,trust,positive,,,emolex
team,trust,,,,emolex
tear,,,,active,inquirer
tearful,disgust,,,,emolex
tease,anger,negative,weak,active,emolex
teasing,anger,negative,,,emolex
teasingly,,negative,strong,,opinion
technology,,positive,,,emolex
tedious,,negative,strong,,emolex
tediously,,negative,strong,,opinion
tedium,,negative,,,emolex
teeming,disgust,,,,emolex
teens,,negative,,,emolex
tell,,,,active,inquirer
temerity,,negative,strong,,opinion
temper,,negative,strong,,opinion
temperance,,positive,weak,,emolex
temperate,trust,positive,weak,,emolex
tempered,,positive,,,emolex
tempest,anger,negative,weak,,emolex
tempt,,positive,strong,active,opinion
temptation,,negative,strong,,emolex
tempting,,positive,strong,,opinion
temptingly,,positive,strong,,opinion
tenable,,positive,,,emolex
tenacious,,positive,strong,active,emolex
tenaciously,,positive,strong,,opinion
tenacity,,positive,strong,active,emolex
tenancy,,positive,,,emolex
tenant,,positive,,,emolex
tend,,,,passive,inquirer
tendency,,,weak,passive,mpqa
tender,joy,positive,weak,,emolex
tenderly,,positive,weak,,opinion
tenderness,joy,positive,weak,,emolex
tenement,,negative,,,emolex
tennis,,,,active,inquirer
tense,,negative,weak,,opinion
tension,anger,negative,weak,,emolex
tentative,,negative,weak,,opinion
tentatively,,negative,weak,,opinion
tenuous,,negative,weak,,opinion
tenuously,,negative,weak,,opinion
tepid,,negative,weak,,opinion
terminal,fear,negative,,,emolex
terminate,sadness,,,active,emolex
termination,sadness,negative,,,emolex
termite,disgust,negative,,,emolex
terrible,anger,negative,strong,,emolex
terribleness,,negative,strong,,opinion
terribly,sadness,negative,strong,,emolex
terrific,sadness,positive,strong,,emolex
terrifically,,positive,strong,,opinion
terrified,,positive,strong,,mpqa
terrify,,positive,strong,active,mpqa
terrifying,,positive,strong,,mpqa
terrifyingly,,positive,strong,,mpqa
terror,fear,negative,strong,,emolex
terror-genic,,negative,strong,,opinion
terrorism,anger,negative,weak,,emolex
terrorist,anger,negative,,,emolex
terrorize,anger,negative,strong,active,emolex
test,,,,active,inquirer
testament,anticipation,,,,emolex
testily,,negative,,,opinion
testimony,trust,,,,emolex
testy,,negative,,,opinion
tetanus,disgust,negative,,,emolex
tetchily,,negative,,,opinion
tetchy,,negative,,,opinion
tether,,negative,,,emolex
thank,,positive,strong,,opinion
thankful,joy,positive,strong,,emolex
thankfully,,positive,strong,,mpqa
thankless,,negative,strong,,opinion
thanksgiving,joy,positive,,,emolex
theft,anger,negative,,,emolex
theism,disgust,negative,,,emolex
theocratic,anger,negative,,,emolex
theological,trust,,,,emolex
theology,anticipation,,,,emolex
theorem,trust,,,,emolex
theoretical,,positive,,,emolex
theoretize,,,strong,,mpqa
theory,anticipation,,,,emolex
therapeutic,joy,positive,,,emolex
therapeutics,,positive,,,emolex
therefore,,,strong,,mpqa
thermocouple,anticipation,,,,emolex
thermometer,trust,,,,emolex
thicken,,,,active,inquirer
thicker,,negative,,,opinion
thief,anger,negative,,,emolex
think,,,strong,,mpqa
thinkable,,positive,strong,,mpqa
thinker,,positive,,,emolex
thinking,,,strong,,mpqa
thinner,,positive,,,opinion
thirst,anticipation,negative,strong,,emolex
thirsty,,negative,,,emolex
thirteenth,fear,,,,emolex
thorn,,negative,,,emolex
thorny,fear,negative,strong,,emolex
thorough,,positive,weak,,mpqa
thoroughbred,,positive,,,emolex
though,,,strong,,mpqa
thought,anticipation,,weak,,emolex
thoughtful,trust,positive,strong,,emolex
thoughtfully,,positive,strong,,opinion
thoughtfulness,,positive,strong,,emolex
thoughtless,anger,negative,strong,,emolex
thoughtlessly,,negative,strong,,opinion
thoughtlessness,,negative,strong,,opinion
thrash,anger,negative,weak,active,emolex
threat,anger,negative,weak,,emolex
threaten,anger,negative,weak,,emolex
threatening,anger,negative,weak,,emolex
threats,,negative,weak,,opinion
threesome,,negative,,,opinion
thresh,anger,negative,,,emolex
thrift,disgust,positive,weak,,emolex
thrifty,,positive,weak,,opinion
thrill,anticipation,positive,strong,,emolex
thrilled,,positive,,,opinion
thrilling,anticipation,positive,strong,,emolex
thrillingly,,positive,strong,,opinion
thrills,,positive,strong,,opinion
thrive,,positive,weak,active,opinion
thriving,anticipation,positive,weak,,emolex
throb,fear,negative,,,emolex
throbbed,,negative,,,opinion
throbbing,,negative,,,opinion
throbs,,negative,,,opinion
throne,trust,positive,,,emolex
throttle,anger,negative,strong,,emolex
throw,,negative,weak,active,mpqa
thrust,,,,active,inquirer
thug,anger,negative,,,emolex
thumb,,negative,weak,,mpqa
thumb-down,,negative,,,opinion
thumb-up,,positive,,,opinion
thumbs,,negative,weak,,mpqa
thumbs-down,,negative,,,opinion
thumbs-up,,positive,,,opinion
thump,anger,negative,,,emolex
thumping,fear,,,,emolex
thundering,anger,negative,,,emolex
thus,,,strong,,mpqa
thusly,,,strong,,mpqa
thwart,surprise,negative,strong,active,emolex
tickle,anticipation,positive,weak,,emolex
tidy,,positive,strong,,opinion
tie,,,,active,inquirer
tiff,anger,negative,,,emolex
tighten,anger,,,,emolex
tiling,,positive,,,emolex
till,,,,active,inquirer
time,anticipation,,,,emolex
time-consuming,,negative,,,opinion
time-honored,,positive,strong,,opinion
timely,,positive,weak,,emolex
timid,fear,negative,strong,passive,emolex
timidity,anticipation,negative,strong,,emolex
timidly,,negative,strong,,opinion
timidness,,negative,strong,,opinion
tin-y,,negative,,,opinion
tingle,,positive,strong,passive,opinion
tingled,,negative,,,opinion
tingling,,negative,,,opinion
tinsel,joy,positive,,,emolex
tint,,,strong,,mpqa
tiny,,negative,weak,,mpqa
tipsy,,negative,,,emolex
tirade,anger,negative,,,emolex
tire,,negative,weak,passive,mpqa
tired,,negative,strong,passive,emolex
tiredness,,negative,,,emolex
tiresome,,negative,strong,,emolex
tiring,,negative,strong,,opinion
tiringly,,negative,strong,,opinion
tit,,negative,,,emolex
titillate,,positive,weak,,opinion
titillating,,positive,strong,,opinion
titillatingly,,positive,strong,,opinion
title,trust,positive,,,emolex
toad,disgust,negative,,,emolex
toast,joy,positive,strong,,emolex
tobacco,,negative,,,emolex
togetherness,,positive,strong,,opinion
toil,,negative,strong,active,opinion
toilet,disgust,negative,,,emolex
toils,,negative,,,emolex
told,,,,active,inquirer
tolerable,,positive,strong,,opinion
tolerably,,positive,strong,,mpqa
tolerance,,positive,strong,,mpqa
tolerant,,positive,weak,,emolex
tolerantly,,positive,strong,,mpqa
